2023-12-13 14:55:58,585 |jsse-nio-8443-exec-4 |FreeMarkerWorker              |I| loading properties: file:/D:/ofbiz/ofbiz-framework/build/resources/main/org/apache/ofbiz/content/freemarkerTransforms.properties
2023-12-13 15:08:41,682 |jsse-nio-8443-exec-4 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:08:41,682 |jsse-nio-8443-exec-4 |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-13 15:08:41,694 |jsse-nio-8443-exec-4 |SequenceUtil                  |I| Got bank of sequenced IDs for [Visitor]; curSeqId=14400, maxSeqId=14500, bankSize=100
2023-12-13 15:08:41,728 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 15:08:41,730 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.011s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 15:08:41,730 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.022s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 15:08:41,731 |jsse-nio-8443-exec-4 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 15:08:41,768 |jsse-nio-8443-exec-4 |UtilProperties                |I| ResourceBundle SecurityextUiLabels (en_US) created in 0.031s with 69 properties
2023-12-13 15:08:41,775 |jsse-nio-8443-exec-4 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [error]
2023-12-13 15:08:41,780 |jsse-nio-8443-exec-4 |RequestHandler                |E| Request loginEvent caused an error with the following message: [username was empty reenter, password was empty reenter]
2023-12-13 15:08:41,782 |jsse-nio-8443-exec-4 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 15:08:41,782 |jsse-nio-8443-exec-4 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 15:08:41,801 |jsse-nio-8443-exec-4 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 15:08:41,813 |jsse-nio-8443-exec-4 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 15:08:41,820 |jsse-nio-8443-exec-4 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.138,since last([onlineexam::logi...):0.138]]
2023-12-13 15:12:52,463 |jsse-nio-8443-exec-4 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:12:52,470 |jsse-nio-8443-exec-7 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:12:52,471 |jsse-nio-8443-exec-7 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 15:12:52,471 |jsse-nio-8443-exec-7 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:12:52,520 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 15:12:52,521 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.021s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 15:12:52,521 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.028s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 15:12:52,522 |jsse-nio-8443-exec-7 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 15:12:52,524 |jsse-nio-8443-exec-7 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [error]
2023-12-13 15:12:52,524 |jsse-nio-8443-exec-7 |RequestHandler                |E| Request loginEvent caused an error with the following message: [username was empty reenter, password was empty reenter]
2023-12-13 15:12:52,524 |jsse-nio-8443-exec-7 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 15:12:52,525 |jsse-nio-8443-exec-7 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 15:12:52,527 |jsse-nio-8443-exec-7 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 15:12:52,530 |jsse-nio-8443-exec-7 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 15:12:52,533 |jsse-nio-8443-exec-7 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.062,since last([onlineexam::logi...):0.062]]
2023-12-13 15:14:05,144 |OFBiz-JobQueue-0     |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-13 15:14:05,148 |OFBiz-JobQueue-0     |SequenceUtil                  |I| Got bank of sequenced IDs for [JobSandbox]; curSeqId=19700, maxSeqId=19800, bankSize=100
2023-12-13 15:14:05,155 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19600] -- Next runtime: Wed Dec 13 15:29:05 IST 2023
2023-12-13 15:14:05,185 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [19601] -- Next runtime: Wed Dec 13 15:29:05 IST 2023
2023-12-13 15:14:07,523 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2366] milliseconds
2023-12-13 15:14:07,551 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19602] -- Next runtime: Wed Dec 13 15:29:07 IST 2023
2023-12-13 15:14:07,556 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [5] milliseconds
2023-12-13 15:14:08,618 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [3431] milliseconds
2023-12-13 15:14:56,457 |jsse-nio-8443-exec-5 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:14:56,469 |jsse-nio-8443-exec-2 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:14:56,471 |jsse-nio-8443-exec-2 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 15:14:56,471 |jsse-nio-8443-exec-2 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:14:56,520 |jsse-nio-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 15:14:56,521 |jsse-nio-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.012s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 15:14:56,521 |jsse-nio-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.019s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 15:14:56,522 |jsse-nio-8443-exec-2 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 15:14:56,523 |jsse-nio-8443-exec-2 |LoginWorker                   |I| Setting default delegator
2023-12-13 15:14:56,574 |jsse-nio-8443-exec-2 |ServiceDispatcher             |T| Sync service [onlineexam/userLogin] finished in [49] milliseconds
2023-12-13 15:14:56,574 |jsse-nio-8443-exec-2 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:14:56,579 |jsse-nio-8443-exec-2 |ServiceDispatcher             |T| Sync service [onlineexam/preferenceGetSetPermission] finished in [1] milliseconds
2023-12-13 15:14:56,589 |jsse-nio-8443-exec-2 |ServiceDispatcher             |T| Sync service [onlineexam/setUserPreference] finished in [11] milliseconds
2023-12-13 15:14:56,605 |jsse-nio-8443-exec-2 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [2] milliseconds
2023-12-13 15:14:56,607 |jsse-nio-8443-exec-2 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [2] milliseconds
2023-12-13 15:14:56,648 |jsse-nio-8443-exec-2 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [success]
2023-12-13 15:14:56,649 |jsse-nio-8443-exec-2 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 15:14:56,650 |jsse-nio-8443-exec-2 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 15:14:56,652 |jsse-nio-8443-exec-2 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 15:14:56,656 |jsse-nio-8443-exec-2 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 15:14:56,662 |jsse-nio-8443-exec-2 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.191,since last([onlineexam::logi...):0.191]]
2023-12-13 15:15:07,891 |jsse-nio-8443-exec-1 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:15:07,900 |jsse-nio-8443-exec-9 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:15:07,901 |jsse-nio-8443-exec-9 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 15:15:07,902 |jsse-nio-8443-exec-9 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:15:07,952 |jsse-nio-8443-exec-9 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 15:15:07,952 |jsse-nio-8443-exec-9 |ConfigXMLReader               |I| controller loaded: 0.01s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 15:15:07,952 |jsse-nio-8443-exec-9 |ConfigXMLReader               |I| controller loaded: 0.023s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 15:15:07,953 |jsse-nio-8443-exec-9 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 15:15:07,954 |jsse-nio-8443-exec-9 |LoginWorker                   |I| Setting default delegator
2023-12-13 15:15:07,958 |jsse-nio-8443-exec-9 |ServiceDispatcher             |T| Sync service [onlineexam/userLogin] finished in [4] milliseconds
2023-12-13 15:15:07,958 |jsse-nio-8443-exec-9 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:15:07,962 |jsse-nio-8443-exec-9 |ServiceDispatcher             |T| Sync service [onlineexam/preferenceGetSetPermission] finished in [1] milliseconds
2023-12-13 15:15:07,966 |jsse-nio-8443-exec-9 |ServiceDispatcher             |T| Sync service [onlineexam/setUserPreference] finished in [6] milliseconds
2023-12-13 15:15:07,968 |jsse-nio-8443-exec-9 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [2] milliseconds
2023-12-13 15:15:07,970 |jsse-nio-8443-exec-9 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [1] milliseconds
2023-12-13 15:15:07,973 |jsse-nio-8443-exec-9 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [success]
2023-12-13 15:15:07,975 |jsse-nio-8443-exec-9 |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-13 15:15:07,981 |jsse-nio-8443-exec-9 |SequenceUtil                  |I| Got bank of sequenced IDs for [ServerHitBin]; curSeqId=11040, maxSeqId=11050, bankSize=10
2023-12-13 15:15:07,987 |jsse-nio-8443-exec-9 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 15:15:07,988 |jsse-nio-8443-exec-9 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 15:15:07,989 |jsse-nio-8443-exec-9 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 15:15:07,997 |jsse-nio-8443-exec-9 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 15:15:08,001 |jsse-nio-8443-exec-9 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.1,since last([onlineexam::logi...):0.1]]
2023-12-13 15:21:26,993 |jsse-nio-8443-exec-9 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:21:26,997 |sse-nio-8443-exec-10 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 15:21:26,998 |sse-nio-8443-exec-10 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 15:21:26,998 |sse-nio-8443-exec-10 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:21:27,042 |sse-nio-8443-exec-10 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 15:21:27,042 |sse-nio-8443-exec-10 |ConfigXMLReader               |I| controller loaded: 0.012s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 15:21:27,043 |sse-nio-8443-exec-10 |ConfigXMLReader               |I| controller loaded: 0.02s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 15:21:27,043 |sse-nio-8443-exec-10 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 15:21:27,044 |sse-nio-8443-exec-10 |LoginWorker                   |I| Setting default delegator
2023-12-13 15:21:27,050 |sse-nio-8443-exec-10 |ServiceDispatcher             |T| Sync service [onlineexam/userLogin] finished in [5] milliseconds
2023-12-13 15:21:27,050 |sse-nio-8443-exec-10 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 15:21:27,057 |sse-nio-8443-exec-10 |ServiceDispatcher             |T| Sync service [onlineexam/setUserPreference] finished in [3] milliseconds
