2023-12-18 16:28:14,721 |main                 |ServiceDispatcher             |I| Registering dispatcher: prashuDemo
2023-12-18 17:39:01,122 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [8] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_payment.xml
2023-12-18 17:39:01,126 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [6] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_invoice.xml
2023-12-18 17:39:01,127 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_ledger.xml
2023-12-18 17:39:01,129 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/secas_test_se.xml
2023-12-18 17:39:01,136 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/secas.xml
2023-12-18 17:39:01,138 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/commonext/servicedef/secas.xml
2023-12-18 17:39:01,141 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/assetmaint/servicedef/secas.xml
2023-12-18 17:39:01,143 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/bi/servicedef/secas.xml
2023-12-18 17:39:01,144 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [1] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ebay/servicedef/secas.xml
2023-12-18 17:39:01,147 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/example/servicedef/secas.xml
2023-12-18 17:39:01,149 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [9] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/scrum/servicedef/secas.xml
2023-12-18 17:39:01,150 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [10] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/servicedef/secas.xml
2023-12-18 17:39:01,151 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/solr/servicedef/secas.xml
2023-12-18 17:39:01,158 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [108] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/secas.xml
2023-12-18 17:39:01,455 |enerFactory@6aaa5437 |JmsListenerFactory            |I| Starting JMS Listener Factory Thread
2023-12-18 17:39:01,456 |enerFactory@6aaa5437 |JmsListenerFactory            |I| JMS Listener Factory Thread Finished; All listeners connected.
2023-12-18 17:39:01,456 |OFBiz-JobPoller      |JobPoller                     |I| JobPoller thread started.
2023-12-18 17:39:01,493 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_cdyne.xml
2023-12-18 17:39:01,500 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_method.xml
2023-12-18 17:39:01,513 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [128] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services.xml
2023-12-18 17:39:01,516 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [18] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_email.xml
2023-12-18 17:39:01,517 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_enum.xml
2023-12-18 17:39:01,526 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [28] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_test.xml
2023-12-18 17:39:01,529 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [17] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_security.xml
2023-12-18 17:39:01,534 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_telecom.xml
2023-12-18 17:39:01,541 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [34] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/services.xml
2023-12-18 17:39:01,544 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [39] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/services_test_se.xml
2023-12-18 17:39:01,561 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [68] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services.xml
2023-12-18 17:39:01,567 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_synchronization.xml
2023-12-18 17:39:01,573 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_tenant.xml
2023-12-18 17:39:01,582 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/testtools/servicedef/services.xml
2023-12-18 17:39:01,587 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [13] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_geo.xml
2023-12-18 17:39:01,600 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_qrcode.xml
2023-12-18 17:39:01,603 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_group.xml
2023-12-18 17:39:01,618 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [18] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_agreement.xml
2023-12-18 17:39:01,623 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_communication.xml
2023-12-18 17:39:01,635 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [22] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_contact.xml
2023-12-18 17:39:01,650 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [24] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_party.xml
2023-12-18 17:39:01,651 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [10] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/webtools/servicedef/services.xml
2023-12-18 17:39:01,656 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/securityext/servicedef/services.xml
2023-12-18 17:39:01,675 |kJoinPool-1-worker-2 |ModelService                  |W| DEPRECATED: the service getPublicForumMessage has been deprecated and replaced by getContentAndDataResource, since Release 22.01
2023-12-18 17:39:01,680 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [15] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_view.xml
2023-12-18 17:39:01,683 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service lookupParty has been deprecated and replaced by performFindParty, since Upcoming Branch because '
            use performFindParty to realize your search, the service lookupParty is inconsistent
            and need to replace by appropriate service
        '
2023-12-18 17:39:01,691 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service checkContentPermission has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-18 17:39:01,691 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [35] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_contenttypes.xml
2023-12-18 17:39:01,692 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service checkAssocPermission has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-18 17:39:01,692 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service assocContent has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-18 17:39:01,693 |kJoinPool-1-worker-2 |ModelService                  |W| DEPRECATED: the service resequence has been deprecated and replaced by resequenceContentAssocChildren, since release22.01
2023-12-18 17:39:01,706 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [57] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_content.xml
2023-12-18 17:39:01,711 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [75] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services.xml
2023-12-18 17:39:01,711 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [39] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_data.xml
2023-12-18 17:39:01,716 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_ftp.xml
2023-12-18 17:39:01,720 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [175] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services.xml
2023-12-18 17:39:01,744 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [8] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_commevent.xml
2023-12-18 17:39:01,753 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [12] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_document.xml
2023-12-18 17:39:01,755 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [42] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_survey.xml
2023-12-18 17:39:01,778 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [19] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_website.xml
2023-12-18 17:39:01,782 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_output.xml
2023-12-18 17:39:01,799 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [36] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/services_workeffort.xml
2023-12-18 17:39:01,844 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [110] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/services.xml
2023-12-18 17:39:01,889 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [132] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_facility.xml
2023-12-18 17:39:01,912 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [36] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_feature.xml
2023-12-18 17:39:01,924 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [20] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_maint.xml
2023-12-18 17:39:01,932 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_migration.xml
2023-12-18 17:39:01,949 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [12] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_inventory.xml
2023-12-18 17:39:01,956 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [12] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_price.xml
2023-12-18 17:39:01,973 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [16] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/services_timesheet.xml
2023-12-18 17:39:01,981 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [23] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_picklist.xml
2023-12-18 17:39:01,985 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [21] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_shipmentgateway.xml
2023-12-18 17:39:01,990 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_shipment_dhl.xml
2023-12-18 17:39:01,994 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_shipment_fedex.xml
